declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Chasselas;CH;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 5;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Sylvaner;SY;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 8;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Pinot Blanc;PB;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 7;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Edelzwicker;ED;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 9;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Riesling;RI;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 4;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Pinot Gris;PG;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 3;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Muscat d'Alsace;MU;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 2;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace blanc;ALSACEBLANC;;DEFAUT;;;;;Gewurzt.;GW;;L387;Vins Tranquilles;3,5;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B001S 1;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Klevener de Heiligenstein;KLEVENER;;DEFAUT;;;;;Klevener;KL;;L387;Vins Tranquilles;3.77;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1B054S;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace Pinot noir;PINOTNOIR;;DEFAUT;;;;;Pinot noir;PN;;L387;Vins Tranquilles;3.77;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1S001S 1;cepage;;%a% %l% %ce% %m%;certification;
declaration;AOC;AOC_ALSACE;;TRANQ;AOC Alsace Pinot noir rouge;PINOTNOIRROUGE;;DEFAUT;;;;;Pinot noir;PR;;L387;Vins Tranquilles;3.77;1900-01-01;G;0;1900-01-01;C;;;;;;;;;;;1R001S 1;cepage;;%a% %l% %ce% %m%;certification;
